,level1,level2,level3,info1,info2
1288,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00510 N-Glycan biosynthesis [PATH:ncr00510],"D      NCU16845 alpha-1,2 glucosyltransferase alg-10","K03850 ALG10; alpha-1,2-glucosyltransferase [EC:2.4.1.256]"
1289,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00510 N-Glycan biosynthesis [PATH:ncr00510],D      NCU10497 ti; tiny,K07151 STT3; dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]
1290,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00510 N-Glycan biosynthesis [PATH:ncr00510],D      NCU02541 oligosaccharyltransferase alpha subunit,K12666 RPN1; dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit 1 (ribophorin I)
1291,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00510 N-Glycan biosynthesis [PATH:ncr00510],D      NCU11248 oligosaccharyltransferase subunit ribophorin II,K12667 RPN2; dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit 2 (ribophorin II)
1292,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00510 N-Glycan biosynthesis [PATH:ncr00510],D      NCU09216 oligosaccharyl transferase epsilon subunit,K12668 DAD1; dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit DAD1/OST2
1293,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00510 N-Glycan biosynthesis [PATH:ncr00510],D      NCU03995 oligosaccharyl transferase subunit,K12669 OST3_6; dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit 3/6
1294,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00510 N-Glycan biosynthesis [PATH:ncr00510],D      NCU00669 oligosaccharyl transferase subunit,K12670 DDOST; dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit DDOST/WBP1
1295,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00510 N-Glycan biosynthesis [PATH:ncr00510],D      NCU03718 PAP2 domain-containing protein,K07252 DOLPP1; dolichyldiphosphatase [EC:3.6.1.43]
1296,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00510 N-Glycan biosynthesis [PATH:ncr00510],D      NCU03657 gh63-1; glycosylhydrolase family 63-1,K01228 MOGS; mannosyl-oligosaccharide glucosidase [EC:3.2.1.106]
1297,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00510 N-Glycan biosynthesis [PATH:ncr00510],D      NCU04203 gh31-2; glycosylhydrolase family 31-2,"K05546 GANAB; mannosyl-oligosaccharide alpha-1,3-glucosidase [EC:3.2.1.207]"
1298,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00510 N-Glycan biosynthesis [PATH:ncr00510],D      NCU02778 gh47-1; glycosylhydrolase family 47-1,"K23741 MAN1B; endoplasmic reticulum Man9GlcNAc2 1,2-alpha-mannosidase [EC:3.2.1.209]"
1299,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00510 N-Glycan biosynthesis [PATH:ncr00510],D      NCU02235 gh47-6; glycosylhydrolase family 47-6,"K01230 MAN1A_C; mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113]"
1300,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00510 N-Glycan biosynthesis [PATH:ncr00510],D      NCU01059 gh47-3; glycosylhydrolase family 47-3,"K01230 MAN1A_C; mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113]"
1301,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00510 N-Glycan biosynthesis [PATH:ncr00510],D      NCU07067 gh47-5; glycosylhydrolase 47-5,"K01230 MAN1A_C; mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113]"
1302,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00510 N-Glycan biosynthesis [PATH:ncr00510],D      NCU03134 gh47-2; glycosylhydrolase family 47-2,"K01230 MAN1A_C; mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113]"
1303,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00510 N-Glycan biosynthesis [PATH:ncr00510],D      NCU05836 gh47-4; glycosylhydrolase 47-4,"K01230 MAN1A_C; mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113]"
1304,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00510 N-Glycan biosynthesis [PATH:ncr00510],D      NCU09028 gh47-8; glycosylhydrolase 47-8,"K01230 MAN1A_C; mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113]"
1305,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00510 N-Glycan biosynthesis [PATH:ncr00510],D      NCU07455 hypothetical protein,"K00737 MGAT3; beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]"
1306,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],D      NCU03344 hypothetical protein,"K07441 ALG14; beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]"
1307,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],"D      NCU07261 beta-1,4-mannosyltransferase","K03842 ALG1; beta-1,4-mannosyltransferase [EC:2.4.1.142]"
1308,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],D      NCU03503 cot-5; colonial temperature sensitive-5,"K03843 ALG2; alpha-1,3/alpha-1,6-mannosyltransferase [EC:2.4.1.132 2.4.1.257]"
1309,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],"D      NCU06779 alpha-1,2-mannosyltransferase alg11","K03844 ALG11; alpha-1,2-mannosyltransferase [EC:2.4.1.131]"
1310,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],D      NCU06552 dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichyl mannosyltransferase,"K03845 ALG3; alpha-1,3-mannosyltransferase [EC:2.4.1.258]"
1311,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],D      NCU04454 mannosyl transferase,"K03846 ALG9; alpha-1,2-mannosyltransferase [EC:2.4.1.259 2.4.1.261]"
1312,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],"D      NCU07472 alpha-1,6-mannosyltransferase subunit","K03847 ALG12; alpha-1,6-mannosyltransferase [EC:2.4.1.260]"
1313,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],D      NCU10497 ti; tiny,K07151 STT3; dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]
1314,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],D      NCU02541 oligosaccharyltransferase alpha subunit,K12666 RPN1; dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit 1 (ribophorin I)
1315,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],D      NCU11248 oligosaccharyltransferase subunit ribophorin II,K12667 RPN2; dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit 2 (ribophorin II)
1316,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],D      NCU09216 oligosaccharyl transferase epsilon subunit,K12668 DAD1; dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit DAD1/OST2
1317,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],D      NCU03995 oligosaccharyl transferase subunit,K12669 OST3_6; dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit 3/6
1318,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],D      NCU00669 oligosaccharyl transferase subunit,K12670 DDOST; dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit DDOST/WBP1
1319,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],D      NCU02778 gh47-1; glycosylhydrolase family 47-1,"K23741 MAN1B; endoplasmic reticulum Man9GlcNAc2 1,2-alpha-mannosidase [EC:3.2.1.209]"
1320,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],D      NCU02235 gh47-6; glycosylhydrolase family 47-6,"K01230 MAN1A_C; mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113]"
1321,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],D      NCU01059 gh47-3; glycosylhydrolase family 47-3,"K01230 MAN1A_C; mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113]"
1322,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],D      NCU07067 gh47-5; glycosylhydrolase 47-5,"K01230 MAN1A_C; mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113]"
1323,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],D      NCU03134 gh47-2; glycosylhydrolase family 47-2,"K01230 MAN1A_C; mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113]"
1324,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],D      NCU05836 gh47-4; glycosylhydrolase 47-4,"K01230 MAN1A_C; mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113]"
1325,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],D      NCU09028 gh47-8; glycosylhydrolase 47-8,"K01230 MAN1A_C; mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113]"
1326,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],D      NCU00609 och-1; Och1 homolog,"K05528 OCH1; alpha 1,6-mannosyltransferase [EC:2.4.1.232]"
1327,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],D      NCU02635 mannan polymerase complexes MNN9 subunit,K05529 MNN9; mannan polymerase complexes MNN9 subunit [EC:2.4.1.232]
1328,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],"D      NCU03055 alpha-1,6-mannosyltransferase subunit",K05531 MNN10; mannan polymerase II complex MNN10 subunit [EC:2.4.1.-]
1329,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],"D      NCU06762 alpha-1,6-mannosyltransferase subunit",K05532 MNN11; mannan polymerase II complex MNN11 subunit [EC:2.4.1.-]
1330,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],D      NCU08024 mannan polymerase II complex ANP1 subunit,K05533 ANP1; mannan polymerase II complex ANP1 subunit [EC:2.4.1.-]
1331,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],D      NCU04887 hypothetical protein,"K05535 MNN2; alpha 1,2-mannosyltransferase [EC:2.4.1.-]"
1332,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00513 Various types of N-glycan biosynthesis [PATH:ncr00513],D      NCU10852 exochitinase,K12373 HEXA_B; hexosaminidase [EC:3.2.1.52]
1333,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00515 Mannose type O-glycan biosynthesis [PATH:ncr00515],D      NCU09332 mannosyltransferase PMTI,K00728 POMT; dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]
1334,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00515 Mannose type O-glycan biosynthesis [PATH:ncr00515],D      NCU01912 mannosyltransferase 1,K00728 POMT; dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]
1335,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00515 Mannose type O-glycan biosynthesis [PATH:ncr00515],D      NCU01648 dolichyl-phosphate-mannose-protein mannosyltransferase 2,K00728 POMT; dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]
1336,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00514 Other types of O-glycan biosynthesis [PATH:ncr00514],D      NCU09332 mannosyltransferase PMTI,K00728 POMT; dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]
1337,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00514 Other types of O-glycan biosynthesis [PATH:ncr00514],D      NCU01912 mannosyltransferase 1,K00728 POMT; dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]
1338,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00514 Other types of O-glycan biosynthesis [PATH:ncr00514],D      NCU01648 dolichyl-phosphate-mannose-protein mannosyltransferase 2,K00728 POMT; dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]
1339,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00514 Other types of O-glycan biosynthesis [PATH:ncr00514],"D      NCU06541 alpha-1,2 mannosyltransferase KTR1","K10967 KTR1_3; alpha 1,2-mannosyltransferase [EC:2.4.1.-]"
1340,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00531 Glycosaminoglycan degradation [PATH:ncr00531],D      NCU04726 beta-N-acetylglucosaminidase,K01207 nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]
1341,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00531 Glycosaminoglycan degradation [PATH:ncr00531],D      NCU10852 exochitinase,K12373 HEXA_B; hexosaminidase [EC:3.2.1.52]
1342,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU09757 gpig-1; glycosylphosphatidylinositol anchor N-acetylglucosamine transferase gene-1,K03857 PIGA; phosphatidylinositol N-acetylglucosaminyltransferase subunit A [EC:2.4.1.198]
1343,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU02137 phosphatidylinositol:UDP-GlcNAc transferase PIG-C,K03859 PIGC; phosphatidylinositol N-acetylglucosaminyltransferase subunit C
1344,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU01783 phosphatidylinositol N-acetylglucosaminyltransferase,K03858 PIGH; phosphatidylinositol N-acetylglucosaminyltransferase subunit H
1345,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU16367 hypothetical protein,K03861 PIGP; phosphatidylinositol N-acetylglucosaminyltransferase subunit P
1346,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU02255 N-acetylglucosaminyl transferase component Gpi1,K03860 PIGQ; phosphatidylinositol N-acetylglucosaminyltransferase subunit Q
1347,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU00067 dolichyl-phosphate mannosyltransferase polypeptide 2,K09658 DPM2; dolichol phosphate-mannose biosynthesis regulatory protein
1348,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU09510 phosphatidylinositol glycan class L,K03434 PIGL; N-acetylglucosaminylphosphatidylinositol deacetylase [EC:3.5.1.89]
1349,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU00913 GPI-anchored wall transfer protein 1,K05283 PIGW; glucosaminylphosphatidylinositol acyltransferase [EC:2.3.-.-]
1350,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU06057 GPI mannosyltransferase 1,K05284 PIGM; GPI mannosyltransferase 1 subunit M [EC:2.4.1.-]
1351,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU05960 GPI mannosyltransferase 2,K07542 PIGV; GPI mannosyltransferase 2 [EC:2.4.1.-]
1352,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU07999 gpip-2; GPI ethanolamine phosphate transferase-2,K05285 PIGN; GPI ethanolamine phosphate transferase 1 [EC:2.7.-.-]
1353,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU00193 GPI mannosyltransferase 3,K05286 PIGB; GPI mannosyltransferase 3 [EC:2.4.1.-]
1354,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU06508 com; compact,K05288 PIGO; GPI ethanolamine phosphate transferase 3 subunit O [EC:2.7.-.-]
1355,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU06663 gpip-1; Glucosylphosphatidylinositol phosphoethanolamine transferase-1,K05287 PIGF; GPI ethanolamine phosphate transferase 2/3 subunit F
1356,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU06215 transferase,K05310 PIGG; ethanolamine phosphate transferase 2 subunit G [EC:2.7.-.-]
1357,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU02368 rhomboid protein 2,K05289 GAA1; GPI-anchor transamidase subunit GAA1
1358,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU07259 GPI-anchor transamidase,K05290 PIGK; GPI-anchor transamidase subunit K
1359,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU06033 GPI transamidase component PIG-S,K05291 PIGS; GPI-anchor transamidase subunit S
1360,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU05644 gpit-1; GPI transamidase component GPI16,K05292 PIGT; GPI-anchor transamidase subunit T
1361,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU00924 gpit-2; glycosylphosphatidylinositol transamidase-2,K05293 PIGU; GPI-anchor transamidase subunit U
1362,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU08021 GPI inositol-deacylase,K05294 PGAP1; GPI inositol-deacylase [EC:3.-.-.-]
1363,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU07483 fr; frost,K23362 MPPE1; ethanolamine phosphate phosphodiesterase [EC:3.1.-.-]
1364,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU02940 hypothetical protein,K23362 MPPE1; ethanolamine phosphate phosphodiesterase [EC:3.1.-.-]
1365,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU08609 Mn2+ homeostasis protein Per1,K23553 PGAP3; post-GPI attachment to proteins factor 3
1366,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU11399 GPI mannosyltransferase 4,K08098 PIGZ; GPI mannosyltransferase 4 [EC:2.4.1.-]
1367,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU02591 glycerol:H+ symporter,K25162 GUP1_2; membrane-bound O-acyltransferase GUP1_2
1368,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU05895 calcofluor white hypersensitive protein,K27881 CWH43; protein CWH43
1369,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ncr00563],D      NCU04473 polysaccharide export protein,"K27886 CLPA; alpha1,3-mannosyltransferase [EC:2.4.1.-]"
1370,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00603 Glycosphingolipid biosynthesis - globo and isoglobo series,D      NCU10852 exochitinase,K12373 HEXA_B; hexosaminidase [EC:3.2.1.52]
1371,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00604 Glycosphingolipid biosynthesis - ganglio series [PATH:ncr00604],D      NCU09101 hypothetical protein,"K03372 SLC33A1; MFS transporter, PAT family, solute carrier family 33 (acetyl-CoA transportor), member 1 [EC:2.3.1.-]"
1372,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00604 Glycosphingolipid biosynthesis - ganglio series [PATH:ncr00604],D      NCU10852 exochitinase,K12373 HEXA_B; hexosaminidase [EC:3.2.1.52]
1373,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00511 Other glycan degradation [PATH:ncr00511],D      NCU05956 gh2-2; glycosylhydrolase family 2-2,K01190 lacZ; beta-galactosidase [EC:3.2.1.23]
1374,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00511 Other glycan degradation [PATH:ncr00511],D      NCU00810 gh2-3; glycosylhydrolase family 2-3,K01190 lacZ; beta-galactosidase [EC:3.2.1.23]
1375,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00511 Other glycan degradation [PATH:ncr00511],D      NCU10852 exochitinase,K12373 HEXA_B; hexosaminidase [EC:3.2.1.52]
1376,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00511 Other glycan degradation [PATH:ncr00511],D      NCU07404 gh38-1; glycosylhydrolase 38-1,K01191 MAN2C1; alpha-mannosidase [EC:3.2.1.24]
1377,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00511 Other glycan degradation [PATH:ncr00511],D      NCU00890 gh2-1; glycosylhydrolase family 2-1,K01192 E3.2.1.25; beta-mannosidase [EC:3.2.1.25]
1378,A09100 Metabolism,B  09107 Glycan biosynthesis and metabolism,C    00511 Other glycan degradation [PATH:ncr00511],D      NCU09718 n(4)-(beta-n-acetylglucosaminyl)-l-asparaginase,K01444 AGA; N4-(beta-N-acetylglucosaminyl)-L-asparaginase [EC:3.5.1.26]
1379,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00730 Thiamine metabolism [PATH:ncr00730],D      NCU07849 thi-4; thiamine-4,K00877 THI20; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase / thiaminase [EC:2.7.1.49 2.7.4.7 3.5.99.2]
1380,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00730 Thiamine metabolism [PATH:ncr00730],D      NCU09345 nmt-1; no message in thiamine-1,K18278 THI5; pyrimidine precursor biosynthesis enzyme
1381,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00730 Thiamine metabolism [PATH:ncr00730],D      NCU04636 cysteine desulfurase,K04487 iscS; cysteine desulfurase [EC:2.8.1.7]
1382,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00730 Thiamine metabolism [PATH:ncr00730],D      NCU06110 thiazole biosynthetic enzyme,K03146 THI4; cysteine-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.60]
1383,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00730 Thiamine metabolism [PATH:ncr00730],D      NCU11173 thiamine-phosphate pyrophosphorylase,K14154 THI6; thiamine-phosphate diphosphorylase / hydroxyethylthiazole kinase [EC:2.5.1.3 2.7.1.50]
1384,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00730 Thiamine metabolism [PATH:ncr00730],D      NCU08997 repressible alkaline phosphatase,K01077 E3.1.3.1; alkaline phosphatase [EC:3.1.3.1]
1385,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00730 Thiamine metabolism [PATH:ncr00730],D      NCU06460 acid phosphatase,K01078 PHO; acid phosphatase [EC:3.1.3.2]
1386,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00730 Thiamine metabolism [PATH:ncr00730],D      NCU09841 phosphotyrosine protein phosphatase,K14394 ACP1; low molecular weight phosphotyrosine protein phosphatase [EC:3.1.3.2 3.1.3.48]
1387,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00730 Thiamine metabolism [PATH:ncr00730],D      NCU04944 thiamine pyrophosphokinase Thi80,K00949 thiN; thiamine pyrophosphokinase [EC:2.7.6.2]
1388,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00730 Thiamine metabolism [PATH:ncr00730],D      NCU01550 adenylate kinase cytosolic,K00939 adk; adenylate kinase [EC:2.7.4.3]
1389,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00740 Riboflavin metabolism [PATH:ncr00740],D      NCU07188 rib-4; riboflavin-4,K01497 ribA; GTP cyclohydrolase II [EC:3.5.4.25]
1390,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00740 Riboflavin metabolism [PATH:ncr00740],D      NCU08313 riboflavin biosynthesis protein Rib7,"K14654 RIB7; 2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase [EC:1.1.1.302]"
